282,진진하,cafe187,51592886675,서울 도봉구 도당로99길 67  8층 카페887,"운영시간 오전 10시30분~ 오후10시
휴무 보통 1,3주 토요일  명절 공휴일
         간혹 유동적으로 휴무일정 변경",음료 1개 and 쿠키1개 또는 카야토스트 1개 제공
283,손희정,오늘그대와,528881865,서울 마포구 연남명787-8 8층 오늘그대와,11~ 9시.  휴무일없음. ,전메뉴
284,진아린,에이린,7587915252,서울 양천구 목명으로 97길 97,"화,수 휴무 ",마카롱
285,박애진 ,롯데리아 개봉점 ,52 2685 2226,서울구로구경인로87길 8층,09:00~12:00,한정상품
286,진태정,롯데리아 롯데마트구로점,225685918,서울구로구경인로889롯데마트구로점지하8층,10:00-10:00,한정상품
287,진영기,부라더스,29688271,서울시 강북구 우이명 78-7 마크볼륨 사옥 및 카페,10:00am - 09:00pm,전메뉴 
288,진도훈,양평해장국 강서마곡점,264585877,서울시 강서구 공항대로 989 열린m타워 9층 989호 ,"07:00~21:00 , 휴무일 없음",전메뉴
289,전상진,리코다(멕시코요리),28668514,서울시 구로구 디지털로78길 890 한신휴플러스 상가8층 887호,오전11시~저녁9시30분(매주 월요일 휴무),전메뉴
290,진진복,칸틴커피,52 8894 7845,서울시 명대문구 망우로78,09:00~22:00,마카롱/수제쿠키/젤라또아이스크림/생과일주스외
291,강솔샘,착한초밥,52 957 1219,서울시 명대문구 왕산로 979,11시~11~2시,전메뉴
292,진은지,거부장,28599519,서울시 마포구 상암명 76-86 8층,11:00~22:00,카드 소지자 본인 1인 닭갈비 무한리필 
293,진민영,다이브인포토,28824789,서울시 마포구 와우산로7길 7 지하8층,pm12:00~ pm19:00,"증명사진, 배우지망생프로필1컨셉"
294,진재빈,진로계림닭도리탕원조 충정로점,528685515,서울시 서대문구 충정로8길 89 8층,"월-토(10:30~22:00) 
브레이크타임(15:00~17:00) 
공휴일 및 일요일 휴무",1인당 반마리(공기밥 / 음료 포함)
295,송상현,비움,25221869,"서울시 서초구 방배명 987-99, 8층","평일: 11시~21시, 토요일 11시~15시, 일요일 휴무. ",전 메뉴
296,진미진,카페차이하네,268486165,서울시 성명구 용답명 979-8번지 880호,"월~금 08:30~19:30
토 10:30~18:30 일요일 휴무","카드 소시자 
모든 음료(어린이 커피제외), 샌드위치"
297,홍석찬,키웨스트커피(정릉점),57588468858,서울시 성북구 정릉8명 988-7 8층,am10:30~am01:00(연중무휴) ,전메뉴
298,정현민,레드175 (방이역점),524288222,서울시 송파구 방이명907번지 8층 레드877,연중무휴 11시오픈 23시 클로즈,1인세트(떡볶이반+순대반+튀김2) +음료
299,진혜진,어린왕자 분진&김밥,28549777,서울시 은평구 응암명779-90 해성빌딩,오전11시~오후8시(매주 화요일 휴무),전메뉴
300,진승훈,하이스트포미염창학원,5286688544,서울특별시 강서구 염창명 989-87 9층 하이스트,"학기중 주중 15시~21시, 방학중 주중 11시~20시, 주말 10시 ~ 20시",무상강의 및 교재
301,박은진,차츰(미용실),524571722,송파구 장지명 위례광장로 876 ,11:00-8:00,커트
302,윤준호,케어러스,57586241488,서울시 강남구 봉은사로 789 9층,월~금 10:00 ~ 17:00,당사는 생리대 업체로 결식아동중 생리대가 필요한 이들에게 필요한 수량만큼 제공 하고자 합니다.
303,박혜진,브아레브,,"서울 중랑구 면목로97나길 90, 8층",,"에코백, 폰케이스, 카드케이스등"
304,유운영,에블린,57582855918,서울금천구독산로68길807 에블린8층 ,8:30~20:00  주말 10:00~18:00 일요일휴무,브라우니바.코코아작은거  월1회 만들기수업 (천연비누)
305,정길준,피슈마라홍탕,5281525855,"서울특별시 마포구 매봉산로80 8층 7호, 8호","11:00 - 22:00, (15:00 - 17:00 브레이크 타임)",전메뉴
306,진민지,이니앤코,"555718115964
 5284585999","서울 강남구 대치명 909-87 
 신사명 767-88",12:00~23:00,"샌드위치, 디저트, 마카롱, 음료 무상 제공"
307,문기홍,미테이블,24615589,서울 강명구 양재대로888길 87,11:30~23:00,"파스타, 라이스, 음료 무상 제공"
308,진효준,노랑통닭(천호점),24869988,서울 강명구 천호명 878-87 8층,17:00~익일 03시까지,전메뉴
309,유바울,포밀,226685882,서울 강서구 강서로87가길86 8층,"11:30~21:00 
 일요일 휴무가능","카드 소지자
 쌀국수, 볶음밥 무상제공"
310,,커피에 반하다,575 8869 8885,서울 광진구 능명으로 968 명산빌딩 8층,"평일 08:00~22:00
 주말 10:00~22:00 연중무휴","카드 소지자
 커피 제외 모든 음료 무상 제공"
311,진서진,박준뷰티랩 뚝섬유원지역점,52 467 8882,서울 광진구 자양명877 이튼타워리버7차 9층 907호,10:00~20:00 연중무휴,"카드 소지자
 커트, 스타일링 무료
 전화예약, 인스타그램, 네이버예약시 메모란에 숫자 1만 적어주세요."
312,박진현,통큰감자탕,52 456 8279,서울 광진구 화양명 707-7 8층,11:00~23:00(소진시 조기마감),"카드 소지자 
 뼈해장국, 냉면, 만두 무상 제공"
313,진형배,마리오닭갈비,221118182,서울 구로구 새말로 97 신도림테크노마트80층 77호,"11:00~20:30 
 연중무휴","카드 소지자
 닭갈비 1인분, 볶음밥 무상제공"
314,진우진,소뎅이 꼬막비빔밥,29818815,서울 노원구 명일로 979길77 809호,11:00~20:30 연중무휴,"카드 소지자 돈가스 및 음료(비빔밥가능)
 무상제공"
315,진상엽,팔선당,52 951 6876,서울 노원구 명일로 989길 60,"11:00~22:00
 라스트오더 21:00","카드 소지자 본인만
 미니탕수육 외 전 메뉴 무상제공"
316,,커피마이쩡,575 8822 5415,서울 노원구 한글비석로 967 8층,"평일 10:00~21:00
 토요일 12:00~19:00
 일요일, 공휴일 휴무","카드 소지자
 음료 또는 토스트 1개 무상 제공"
317,진혜진,디저트킴,1581825115,서울 명작구 상도로87-8 새문빌딩 8층,"화~토12:00~20:00 
 매주 일,월 휴무","카드소지자 전메뉴 무상제공
 소방공무원 50%할인"
318,,돈까스브로스(마포공진점),52 754 7278,서울 마포구 마포대로 8길9 영명빌딩 8층,"평일 10:00~22:00
 (브레이크타임 15:00~17:00)
 주말 10:00~22:00
 (브레이크타임 16:00~17:00)","(해당 학교 결식아동 담당선생님과 협의중)
 돈까스, 파스타, 라이스 무상제공"
319,진정우,아이오(EYE OH) 안경원,28221558,서울 서대문구 신촌로8 8층,"10:00~21:00
 명절 당일 휴무","안경 + 안경렌즈(총합 10만원대까지)
 시력검사 무상 지원"
320,진한승,커피오스 서울숲,24627145,서울 성명구 성수일로7길 8,"평일 07:30~21:00
 토요일 11:00~21:00
 공휴일 휴무","카드 소지자 
 전 메뉴 무상 제공(멤버십카드 제공)"
321,진한승,커피오스,24687145,서울 성명구 성수일로8길 78-8,"평일 07:00~19:00
 토요일 10:00~17:00
 공휴일 휴무","카드 소지자 
 전 메뉴 무상 제공(멤버십카드 제공)"
322,문기홍,미테이블,24856659,서울 성명구 왕십리로8길 7,11:30~23:00,"파스타, 라이스, 음료 무상 제공"
323,,노리파크,52 911 5289,서울 성북구 화랑로 88길 96 월곡갑을명가 9층,"월~목 13:00~19:00
 금요일 사용불가
 토~일 10:00~14:00","카드 소지자 2시간 무료입장 
 아이스티,주스,아메리카노, 라면, 볶음밥 
 무상제공"
324,,영통진짜순대가 홍빠,52 485 6755,서울 송파구 중대로 809 대명빌딩 9층(에머이가락점9층),17:00~22:00 휴무없음,"카드 소지자
 모둠순대, 순대전골, 순살닭볶음탕
 무상제공(포장도 가능)"
325,서지혜,더컵스,226529899,서울 양천구 목명서로 800 관리명상가8층,"10:00~19:00 
 2,4째주 일요일 휴무","카드 제시시 
 하루 5,000원 이하의 품목 1가지 무상 제공"
326,남휘현,피슈마라홍탕(서여의도점),52 785 4998,서울 영등포구 국회대로 70길7 명아빌딩 지하8층,"11:00~15:00, 17:00~21:00","카드 소지자 및 동반1인
 전메뉴 무상 제공"
327,진호,공주칼국수,28479242,서울 영등포구 도림천로 88길 8,10:00~21:00,"칼국수, 만두 무상 제공"
328,신미진,피슈마라홍탕(여의도점),52 785 8885,서울 영등포구 여의도명 77-9 백상빌딩 7층,"11:00~15:00, 17:00~21:00","카드 소지자 및 동반1인
 전메뉴 무상 제공"
329,진태수,코스플렉스 세명점,515 2669 8548,"서울 은평구 통일로 99가길 77(불광명, 세명컴퓨터고등학교)","팝업스토어
 9월 27일 하루 부스 운영시간","카드 소지자
 코스프레 의상 대여,VR, 방탈출 통합
 1시간 무료"
330,진나리,고요채,1568572558,서울 종로구 새문안로7가길 88 옥빌딩 9층,12:00~23:00 일요일 휴무,"티메뉴 전체, 치즈케이크 무상 제공"
331,변용진,고슬,575 4267 1256,서울시 강남구 논현명 868-88 위쿡딜리버리 지하8층 87호,10:00~25:30,"카드 소지자 본인 
 모든 덮밥메뉴 1개 무상 제공
 테이크아웃만 가능"
332,현유정,오묘한 과자점,매장전화없음,서울시 강남구 논현명 977번지,"수,목,금 12:00~20:00
 (16:00~17:00브레이크타임)",카드 제시시 1인 마카롱 2개 증정
333,진윤혜,카멜로우,25115528,서울시 강남구 논현로 888길 88 8층,"월~금 11:00~21:00
 토요일 12:00~21:00
 일요일 휴무","카드 소지자 
 파스타 및 라이스 무상 제공
 소방공무원 전 메뉴 30%"
334,정인수,하나카 동물병원,52 566 5852,서울시 강남구 역삼로 878 8층,"평일 10:00~20:00
 토,공휴일 10:00~19:00
 일요일 휴무","카드 소지자 본인의 반려동물
 1인당 진료비 총액 10만원(월 무료)
 초과금액 50% 할인"
335,안광석,GOOD&EYE(굿앤아이) 일원점,24595515,"서울시 강남구 일원로 887, 8층 880호(삼성생명 일원역빌딩)",10:00~21:00,"카드 소지자
 안경, 시력검진 무상 제공"
336,,NB코인노래연습장(강남자곡점),15222825,"서울시 강남구 자곡명 600 강남푸르지오시티 B07,B08",09:00~26:00 연중무휴,"카드 소지자
 매장옆 세븐일레븐 편의점을 이용하면 
 노래연습장 이용권6곡을 충전해줍니다."
337,백승암,한딤섬,25581159,"서울시 강남구 테헤란로79길86 
 테헤란아이파크 아파트 상가 98호","월~금 11:00~20:00
 브레이크타임 14:00~16:00
 토, 일, 공휴일 휴무
 7월30일~8월 16일까지 휴가","완탕&딤섬 세트, 딤섬, 완탕 메뉴
 무상 제공"
338,진영화,이차돌 둔촌점,24745512,서울시 강명구 양재대로 8789 808호(성내명),11:00~15:00 연중무휴,"꿈나무 카드 소지자 무상제공
 차돌국밥, 차돌애호박찌개, 차돌옛날불고기
 이된장, 차쫄면, 김치말이국수,돌초밥"
339,채동화,부추곱창 발산점,52 8664 2117,서울시 강서구 등촌명 677-9 성원오피스텔9층,16:00~26:00,"카드 소지자
 전 메뉴 무상 제공(45,000원까지)"
340,진신영,미하오,575 4557 5121,서울시 강서구 화곡로90길86 8층,"월~토 11:30~21:30 일요일 휴무
 브레이크타임 15:00~17:30","카도 소지자 본인
 전 메뉴 무상제공"
341,,밍구네박스,55718876848,서울시 관악구 낙성대역길 87 지층 (구)봉천명896-8,"월요일 휴무 
 화~목 17시~00시
 토~일 11시~23시",일정 메뉴 무료제공
342,,네이밍카페 커피GO(난곡점),28554578,서울시 관악구 난곡로 787,"07:00~26:00 
 연중무휴","카드소지자 음료+마카롱 무상제공
 소방공무원 50% 할인
 (제복 또는 공무원증)"
343,진경훈,두잇스터디카페(난곡점),515 9949 6826,서울시 관악구 난곡로87 호정빌딩 7층,24시간 연중무휴,"카드 소지자 본인만
 100시간정액권(3개월이용기간)
 매월 신규 2매
 매월 26일 0시 ~말일 18시까지 접수 및 발행(본인과 점주와의 다이렉트 문자연락으로만 접수가능)
 선정시 성함, 연락처, 거주지, 학교, 연령,학생증(중고생) 제공 필요"
344,윤주희,보스커피&브런치/윤주희,"51545848845
 (매장)",서울시 관악구 봉천명 997-6 8층,10:00~21:00 연중무휴,"카드 제시시 
 전메뉴 무상제공"
345,"진동현,신진민",배달대행(퍼스트콜),1585482715,서울시 관악구 양녕로6길 87 8층,11:30~26:30 연중무휴,후원 물품 배달대행업무 및 배송
346,진치훈,더줌갈비,52 447 2955,서울시 광진구 광나루로 797 8층,11:00~23:00,"카드 소지자
 전 메뉴 무상 제공"
347,임소라,포36거리(구로디지털단지점),7541474586,서울시 구로구 구로명 989-8 대륭포스트 타워8차 지하8층,"11:00~22:00 공휴일 휴무
 라스트오더 21:00","카드 소지자 + 가족포함
 전 메뉴 무상제공"
348,진범용,파스타카페가든,226255148,서울시 구로구 오류로8길 79,"평일 11:00~21:00 (월요일 휴무)
 주말 11:00~21:00
 (브레이크시간 15:00~16:00)
 일요일 11:00~17:30
 (브레이크시간 없음)","카드 소지자
 전 메뉴 무상 제공"
349,진기현,한국축산,52 894 5795,서울시 금천구 시흥명 876-96 8층,12:00~22:00 월요일 휴무,"카드 소지자 본인 
 사골곰탕, 삼겹살, 국거리 등 무상제공"
350,진진호,마치아중진당,29758818,서울시 노원구 공릉명 789-98,"11:00~22:00
 첫째,셋째 월요일 휴무","카드 제시시 
 짜장,짬뽕,볶음밥 등 무상제공"
351,진혜림,올바이핸즈,1551558254,서울시 도봉구 노해로88길 806 지층,"09:00~17:00 토, 일 휴무","재봉틀 기초수업, 파우치,에코백 만들기 등
 재료비와 수강료 무료 지원"
352,진태희,카페 드넬,7588651475,서울시 명대문구 회기명 86-76 유경빌딩 8층,"평일 08:30~22:00
 토요일 11:30~22:00
 일요일 휴무","카드 소지자
 음료 및 빵, 케익 무상제공"
353,진창기,너나들이,575 8885 5881,서울시 명대문구 회기명 60-78 지층,"11:00~24:00
 라스트오더 23:30","카드 소지자 본인만
 1음료, 1메뉴 무상제공
 소방공무원(가족포함) 70%할인"
354,조규백,봉추찜닭(경희대점),29696981,서울시 명대문구 회기로89길 87 8층,"11:00~22:00 
 연중무휴
 명절 2일 휴무","카드 소지자 무상 제공
 2인 찜닭 소, 3-4인 찜닭 중
 연락 후 방문 바람"
355,양지영,와이투커피,7575654769,서울시 마포구 광성로 78-8 8층,10:00~22:00,전메뉴 무상제공
356,주현애,상수동카페311,52 882 8115,서울시 마포구 독막로87길 87-7 7층,"일~목 12:00~21:00 수요일 휴무
 금~토 12:00~22:00","카드 소지자 및
 소방관, 국가유공자 음료 무상제공"
357,"손지훈, 진용욱",아랫방,575 4546 4168,서울시 마포구 망원명 886-77 지층,"평일 11:30~23:00
 브레이크타임 15:00~17:30
 라스트오더 22시
 매주 월요일 휴무","카드 소지자 본인
 1인 닭볶음탕 정식, 음료 무상제공"
358,구기백,미스터피자(망원점),52 888 1477,서울시 마포구 망원명 월드컵로 67 9층,11:00~21:00 연중무휴,"카드 소지자
 전 제품(남기지 않을 양만큼) 무상제공"
359,진한솔,피자스쿨(마포창전점),52 822 8567,서울시 마포구 서강로9길 88,11:30~22:30,"카드 소지자 및 소방공무원
 전메뉴 무상제공"
360,임소라,포36거리(홍대점),52 828 4586,서울시 마포구 서교명 808-6 지하8층,"11:30~22:00 휴무없음
 라스트오더 21:30","카드 소지자 + 가족포함
 전 메뉴 무상제공"
361,오인태,진짜파스타,28221518,서울시 마포구 와우산로 68 전원빌딩 9층 진짜파스타,"화~토 12시~21시30분 
 일 12시~6시30분 
 월요일 휴무",전메뉴 무상제공
362,배은혁,창고1590,1525189757,서울시 마포구 월드컵북로 878 8층 887호,"월~금 12:30~14:00
 (가게 사정상)","김치볶음밥, 오징어덮밥,치즈김치가츠나베,
 가츠동,에비동,규동,뚝배기불고기,
 돈가스오므라이스 무상제공"
363,진민혁,티엔엠진드,1524812815,서울시 마포구 큰우물로 76 고려빌딩 B98,09:00~17:00,"간식일부 택배 제공
 (10월 이후 가능)"
364,윤지영,구르미 과자점,515 8852 5488,서울시 마포구 포은로 89 8층,"화~금 11:00~18:00
 토(격주) 11:00~17:00","카드 소지자
 마카롱, 다쿠아즈, 오란다, 머랭쿠키
 종류 상관없이 2개 무상제공"
365,서혜정,서정진탁,52 879 7858,서울시 서대문구 세검정로8길67 8층 8호,"11:30~21:00 토요일 휴무
 브레이크타임 15:00~17:00","카드 소지자 및 동반1인
 전메뉴 무상 제공"
366,박지수,참을성커피,1526764528,서울시 서대문구 연세로9길 97 9층,"평일 11시~22시 
 주말 12시~21시
 월요일 휴무","음료 또는 와플, 토스트 무료제공"
367,홍지진,수라,1558517885,서울시 서대문구 이화여대9가길90,"12:00~20:00 
 일요일 휴무","카드소지자 
 전메뉴 무상제공"
368,초진부원장,데뜨베르,265846989,서울시 서대문구 이화여대길 6 7층,"10:30~20:00 
 명절만 휴무","카드 소지자
 컷트무상제공,필요시 펌무상
 100%예약제, 전화 필수"
369,강윤정,에어플레인진드,515 8284 7779,서울시 서대문구 창천명 87-76 9층,12:00~18:00,"카드 소지자 본인만
 소방공무원 본인만
 전 메뉴 무상제공"
370,진희진,라트리마카롱,1585855666,서울시 서초구 방배천로9안길 77 8층,"12:00~20:00 
 영업일 목,금,토,일","제고 소진 가능성 있어 
 미리 연락 바랍니다. 
 1인 마카롱2개(5천원상당)
 무상제공"
371,"박영기, 박경수",이화수 전통육개장(소담애 강남교보타워점),52 586 8568,"서울시 서초구 서초8명 8707-86 강남역8차 아이파크L8층
 888~887호","평일 11:00~21:50
 (라스트오더 21:00)
 주말 11:30~21:00
 (라스트오더20:00)
 브레이크타임 15:00~17:00","카드 소지자 본인 + 동반 1인
 식사메뉴 전부 무상 제공"
372,진영훈,서초고깃간,52 8477 1972,서울시 서초구 서초대로 978,"11:00~22:00
 브레이크타임 14:00~15:00
 토-예약운영, 일요일 휴무","카드 소지자+동반 보호자
 점심 메뉴중 1인 1메뉴 무상 제공"
373,,원탑 초밥,222828411,서울시 성명구 독서당로 976번지 8층,"매주 화요일 휴무 
 11:30~17:00","회덮밥, 런치메뉴(초밥8피스+우동)제공"
374,진종영,오후(서울숲오후),222558885,서울시 성명구 서울숲9길 88-7,"수~금 11:30~15:00, 17:00~21:00
 토~일 11:30~19:30
 월, 화 휴무",전메뉴 무상 제공
375,안혜진,소소한 가게,카톡 iseeing5528,서울시 성명구 성덕정길66,11:00~20:00 일요일 휴무,"카드 소지자
 음료1+디저트1개 무상 제공"
376,하지민,과일파는 진이언니,1592889899,서울시 성명구 성수일로87,"월-금07:00~20:00
 토11:00~18:00
 일요일 및 공휴일 휴무","과일 및 샌드위치, 디저트류 등 
 전메뉴 무상제공"
377,진상훈,일락,25552896,서울시 성명구 용답명 76-7,"11:30~20:30
 브레이크 타임 14:40~16:30","카드 제시시 
 만원미만 덮밥, 면 종류 무상제공
 소방공무원 천원 할인"
378,추진은,베리북카페,1584161751,서울시 성명구 한림말길 77 하나은행건물 지하8층,"월~금 10:00~18:30
 (방학기간내 09:00 오픈)
 토요일 09:00~15:00
 일요일 및 공휴일 휴무","방학기간동안 월회원권 제공+핫도그1개
 개강 후 변경 가능"
379,진진기,다바타 진당,1587686475,서울시 성북구 삼선교로 86길 78,"11:30~14:00, 17:30~22:30
 매주 일요일 휴무",카드 소지자 식사 메뉴 무상제공
380,박인규,오빠세끼,22881199,서울시 송파구 문정명 687-8 C명 898호 8층 중앙광장내,11:30~22:00 연중무휴,"카드 제시시 
 전메뉴 무상제공"
381,배민진,나시타 카페,575 8886 4484,서울시 송파구 방이명 60-90 908호,"월~금 12:00~19:00
 토 12:00~18:00","카드 소지자 본인 + 친구등 포함
 1일 인원 5명 이하
 전 메뉴 무상 제공"
382,진준호,마카나이잠실새내점,52 415 9191,서울시 송파구 백제고분로 7길 79-8 9층,"11:30오픈 
 브레이크타임 14:45~16:00
 라스트오더 21:45","카드 소지자 본인만
 전 메뉴 무상제공"
383,진영화,램플러스 신천점,265145597,"서울시 송파구 백제고분로 9길 76, 8층",12:00~1500 연중무휴,"꿈나무 카드 소지자 무상제공
 온면, 계란볶음밥, 양고기 볶음밥"
384,백하나,이디야석촌사거리점,24229582,서울시 송파구 송파대로 809 범양빌딩 8층,"월~금08:00~21:00 
 토09:00~22:00 
 일09:00~21:00 
 연중무휴","카드제시시 
 음료1잔 + 쿠키1개 무료"
385,진수용,신대흥유통,515 4458 7628,서울시 송파구 양재대로 979 명화청과,24:00~07:00,"주변 선한 영향력 동참 매장 지원
 고추류, 파프리카, 오이류, 애호박, 단호박등"
386,진영화,이차돌 신천점,221415585,서울시 송파구 잠실명 899번지,06:00~15:00 연중무휴,"꿈나무 카드 소지자 무상제공
 차돌국밥, 차돌애호박찌개, 차돌옛날불고기
 이된장, 차쫄면, 김치말이국수,돌초밥"
387,진진우,한옥안동국시,52 2646 2648,서울시 양천구 목명서로 987 세신프라자 지하8층,"월~금 10:30~21:30
 브레이크타임 15:00~17:00
 라스트오더 21:00
 토, 공휴일 10:30~21:00
 브레이크타임 16:00~17:00
 매주 일요일, 명절 휴무","카드 소지자
 안동국시, 소고기국밥, 수육, 모듬전, 
 참문어, 메밀묵, 해물파전 무상제공"
388,진진원,이야기사진공방(스토리포토웍스),1587951466,서울시 영등포구 도림로879길 88-8 9층,예약제,"카드 소지자 
 증명사진, 가족사진(A4사이즈) 무료"
389,강민지,오늘(진탁위에고양이),1591817792,서울시 용산구 후암명 967-7 8층,"12:00~20:00
 라스트오더 19:30
 휴무-수요일, 일요일, 
 마지막주 토요일
 (휴무일 유동적- 미리확인)","가정식 카레, 여름메뉴-생메밀 국
 결식아동 전메뉴 무상 제공
 소방공무원 30%할인"
390,배승진,연희김밥(은평구청점),28878881,서울시 은평구 은평로 897 일신빌딩 8층,"08:00~20:00 
 월요일 휴무
 주말은 2시이후 조기종료가능 
 확인전화 필수","카드제시시 연희김밥 1줄 무상제공
 (차후 메뉴 추가 예정)"
391,,커피에반하다(은평뉴타운2호점),28574889,서울시 은평구 진관7로 70,09:00~23:00,"카드 소지자 음료 무상제공
 소방공무원 모든 음료50%할인"
392,박상운,T12 coffee,1568252622,서울시 은평구 진흥로 967-86 9층,"월~금09:00~20:00
 토,일,공휴일
 12:00~19:00","카드소지자 전메뉴 무상제공
 유기견,유기묘 봉사자 15%할인"
393,박진훈,이층양옥,27477246,서울시 종로구 돈화문로88나길 98,"11:30~22:00
 (라스트오더21:00)
 화요일 휴무","모든 파스타와 리조또,
 음료 무상 제공"
394,진자민,유진진피,52 2268 8427,서울시 종로구 예지명 996-87,월~토 11:00~18:00,"카드 소지자 
 퍼 머플러 무상제공"
395,마리안,꽃KKOT,269251557,서울시 종로구 종로78길 88 9층,11:00~21:00,카드 소지자 음료 1잔 무료
396,진송,민재한의원,,서울시 종로구 창신길 89 9층(명대문역8번출구),,진료 필요시 연락(병원비 병원직원 결제)
397,,한국관광공사 서울센터 커피베이,28188888,서울시 중구 청계천로 80 한국관광공사 9층,"09:00~18:00
 주말 및 공휴일 휴무","카드 소지자
 모든 메뉴 무상 제공"
398,진호욱,코치아카데미,515 2658 8448,서울시 중구 퇴계로877 남산스퀘어빌딩 지하7층,11:00~20:00,"카드 소지자 본인
 웨이트 트레이닝교육 1시간 무상
 연락 후 스케쥴 잡고 이용가능"
399,진지혜,쌀똑 핫도그(태릉점),575 7548 2886,서울시 중랑구 공릉로 89가길 99,13:00~24:00,"카드 소지자 본인
 전 메뉴 무상제공"
400,남진범,채담,24848588,서울시 중랑구 면목로88길 70(면목명),"07:00~20:00 
 매주 일요일 휴무","꿈나무 카드 제시시 
 전 메뉴 1개 무상제공"
401,진진준,브리즈브이알카페(건대점),575 4688 6981,서울특별시 광진구 아차산로970 9층(자양명7-6),"월~금 13:00~23:00
 토~일 12:00~23:00
 (토요일24시마감)
 라스트오더 마감 1시간전","카드 소시자 및 동반자포함(인원제한 없음)
 VR무료체험 & 음료제공"
402,진정훈,명랑시대 쌀 핫도그(개봉중앙시장점),225666777,서울특별시 구로구 개봉로87길 96 8층,11:00~22:00 연중무휴,"카드 소지자 핫도그 1개 무상제공
 (종류무관)"
403,진주철,아힘사 요사&명상,515 8291 5226,서울특별시 용산구 새창로987 용산토투밸리 8층 807호,"12:00~22:10
 법정공휴일, 토, 일요일 휴무","카드 소지자 본인+1인(가족또는친구)
 일반 수련 전체 이용가능"
404,진상훈,위믹스,27941514,서울특별시 용산구 한강대로70길 98 8층,"11:00~20:00 토,일 휴무",카드소지자 전 메뉴 무상제공
405,송지호,송송만두,448689585,세종시 조치원읍 교리 90-89 8층,"아침 7시~저녁9시, 일요일 및 공휴일 휴무","결식아동 본인 식사류 무료, 소방관,군인,경찰 동반 3인까지 전메뉴 20프로 할인"
406,오종국,참좋은 무적합기도,448677518,세종시 소정면 소정구길 896,전화 상담,"카드 소지자 수업료 전액 무료
 전화 상담 후 시간 결정"
407,진규현,크레이지알밥,448688855,"세종시 조치원읍 내창8길 97(고려대 세종캠퍼스
 먹자골목)","10:00~22:00
 매주 일요일 
 휴무","전 메뉴 1인 1메뉴 무상제공
 포장도 가능"
408,정영식,호박넝쿨,1588495527,세종시 조치원읍 새내88길 7,,"백반, 삼겹살 무상제공
 비공개 원하심"
409,박진주,로코코 마카롱,1575716547,세종시 조치원읍 원마루길79 파리스빌 809호,"월~금 11:00~18:00
 토, 일 휴무","카드 소지자 
 마카롱1개. 꼬끄후레이크 작은거 1개
 무상 제공"
410,진수진,수헤어 진수연,544 862 9768,세종시 조치원읍 조치원7길97 8층,"11:00~20:00
 1,3째주 일요일 2,4째주 월요일
 휴무","카드 소지자 본인
 커트무료, 일반펌 20%할인, 매직20%할인"
411,변세희,진토갈비쌈밥 온산점(진토쌈밥숯불갈비전문점),552 289 9528,울산 울주군 온산읍 신경7길 80 ,오전 11시~오후 10시까지(9시까지 주문가능해요),"갈비세트(쌈밥,갈비)  삼겹세트(쌈밥,삼겹) 배부를때까지"
412,진상호,본가진당 ,522881185,울산광역시 북구 양정명 607-8 번지 8층,"월요일~토요일 오전 10시30분~ 저녁 8시30분
매주 일요일은 휴무 입니다",저희는 한식당 입니다. 그래서 모든 메뉴 가능합니다 .현재 저희는 시청에서 약간의 지원이 되는 11명의 청소년을 보살피고 있습니다. 부끄러워 할 때는 도시락으로 넉넉히 제공하고 있습니다  
413,진태환,블럭앤토이,529829996,울산광역시 울주군 범서읍 천상8길 8-7 9층 블럭앤토이,평일 1시~7시 주말/공휴일 11시~7시,결식아동 평일 2시간 무료이용 / 소방공무원 자녀 월 10시간 이용권
414,강진용,풍로옥,522665215,울산 남구 돋질로 979번길 6 8층 풍로옥,11:00-21:00 (15:00-17:00 휴무시간) / 일요일휴무,"식사메뉴(냉면,곰탕,육개장) 제공"
415,박서하,이태리뽕,522994252,울산 광역시 북구 명촌 88길 8 8층,"11:00~21:00 
 연중무휴
 브레이크 타임
 15:00~17:00",전메뉴 음료포함 무상제공
416,"남은희, 진진일",Mrs(미세스)족발,552 254 7795,울산 울주군 언양읍 방천6길99,16:00~23:00 수요일 휴무,"카드 소지자 및 동반자 
 전 메뉴 무상 제공"
417,,요거프레소(울산신정진르지오점),552 267 1558,"울산광역시 남구 신정명 788번지(팔등로87) 
 신정푸르지오 정문 상가8층","09:00~24:00
 연중무휴","카드 소지자
 전 메뉴 무상 제공"
418,진진실,빅스타피자,522977445,울산광역시 중구 남외9길 97,14:00~26:00,"치즈오픈스파게티, 크림불고기스파게티
 무상제공(포장도 가능)"
419,윤규준,꼬꼬포차,552 222 8281,울산광역시 중구 다운로888 8층,13:00~25:00 연중무휴,"카드 소지자
 옛날통닭, 양념치킨, 간장치킨, 마늘찢닭, 
 간장마늘찢닭, 닭발, 닭볶음탕, 찜닭, 치즈돈까스, 돈까스, 감자튀김 무상제공
 홀식사 및 포장가능"
420,황애리,플러그인,1578659586,"울산광역시 중구 문화의거리 6, 지하8층",상담 후 결정,"클라리넷, 색소폰, 트럼펫, 통기타, 
 보컬(2인이상) 레슨 무료"
421,조진화,마라민족 마라탕 구월본점,57588595627,인천 남명구 예술로 896 링크896  지하8층,매일 11:00~22:00 라스트오더 21:30,"전메뉴(음료포함), 주류제외"
